price,stock_xfer_date
252.77,2023-01-31
499.97,2023-02-21
124.34,2023-02-04
160.81,2023-01-30
312.03,2023-03-07
364.78,2023-03-13
160.52,2023-02-23
97.9,2023-03-11
181.95,2023-01-26
462.99,2023-01-11
56.82,2023-01-07
400.68,2023-01-03
370.45,2023-02-15
97.48,2023-01-14
162.56,2023-02-16
318.93,2023-01-07
441.47,2023-01-01
17.97,2023-02-22
337.52,2023-01-04
378.59,2023-01-22
59.57,2023-02-10
69.45,2023-02-04
426.16,2023-01-13
58.63,2023-02-07
389.23,2023-02-28
424.59,2023-02-26
276.27,2023-01-19
259.92,2023-01-30
40.41,2023-01-24
303.49,2023-02-08
280.76,2023-03-10
316.43,2023-01-21
33.45,2023-01-22
24.47,2023-02-09
263.79,2023-03-12
376.78,2023-01-10
259.38,2023-02-26
207.88,2023-01-03
122.05,2023-02-08
366.35,2023-01-10
348.48,2023-02-23
139.97,2023-03-14
109.93,2023-01-31
472.71,2023-03-06
184.03,2023-02-21
367.6,2023-03-03
433.45,2023-02-17
411.85,2023-02-11
254.05,2023-01-07
185.02,2023-02-26
100.69,2023-03-04
283.07,2023-01-09
167.54,2023-01-18
148.75,2023-03-12
109.91,2023-02-05
194.52,2023-03-07
265.85,2023-01-21
259.77,2023-03-06
447.88,2023-03-08
162.6,2023-03-13
47.95,2023-01-29
232.95,2023-02-22
461.84,2023-02-23
28.64,2023-01-23
140.94,2023-02-26
44.82,2023-02-02
141.6,2023-02-28
17.59,2023-01-31
21.24,2023-01-28
80.44,2023-03-02
73.86,2023-02-08
384.21,2023-02-10
240.61,2023-02-19
49.81,2023-01-09
230.46,2023-01-02
477.78,2023-01-26
32.82,2023-03-09
263.13,2023-03-12
135.56,2023-02-13
227.95,2023-03-09
384.87,2023-01-07
100.36,2023-02-01
34.21,2023-02-02
469.35,2023-02-28
407.19,2023-02-19
30.58,2023-02-04
33.64,2023-02-23
378.49,2023-02-14
465.84,2023-02-17
333.72,2023-01-23
487.35,2023-02-27
443.84,2023-01-25
471.61,2023-02-26
398.28,2023-01-04
491.82,2023-01-22
53.66,2023-03-10
212.56,2023-02-17
352.1,2023-02-27
167.73,2023-02-08
443.03,2023-01-12
295.19,2023-02-23
428.15,2023-02-03
408.39,2023-02-13
33.75,2023-01-19
189.99,2023-02-01
260,2023-01-11
347.57,2023-01-02
486.09,2023-03-01
285.8,2023-01-02
164.84,2023-02-21
150.47,2023-03-09
183.08,2023-02-04
145.84,2023-01-05
117.33,2023-02-22
430.73,2023-02-13
230.9,2023-02-04
488.07,2023-02-05
401.19,2023-02-08
224.1,2023-03-12
241.18,2023-02-10
375.54,2023-02-16
424.88,2023-03-12
350.71,2023-02-20
257.77,2023-03-11
418.39,2023-02-25
125.81,2023-01-07
347.45,2023-03-07
208.02,2023-01-03
432.77,2023-02-05
206.26,2023-01-12
487.14,2023-01-19
185.89,2023-01-17
252.59,2023-03-10
259.19,2023-03-09
235.97,2023-03-04
179.79,2023-02-23
283.37,2023-02-10
30.64,2023-03-06
49.21,2023-01-21
391.02,2023-03-07
38.72,2023-01-28
251.22,2023-03-08
67.99,2023-01-05
155.43,2023-01-30
410.07,2023-01-13
318.37,2023-01-12
141.59,2023-02-27
401.56,2023-03-08
476.55,2023-01-16
117.76,2023-01-07
480.8,2023-02-17
28.07,2023-02-06
422.09,2023-02-25
335.86,2023-03-14
85.94,2023-02-26
14.97,2023-01-07
31.86,2023-02-24
273.76,2023-02-14
70.24,2023-03-04
143.28,2023-01-10
464.4,2023-02-10
340.76,2023-03-04
317.69,2023-01-24
396.09,2023-01-12
125.31,2023-02-09
322.13,2023-01-03
314.4,2023-02-02
218.33,2023-01-08
290.73,2023-02-16
355.69,2023-01-09
233.13,2023-02-16
416.51,2023-03-03
114.91,2023-01-14
387.66,2023-02-07
321.17,2023-03-01
77.63,2023-01-17
149.18,2023-01-05
472.48,2023-02-09
191.56,2023-02-17
443.65,2023-02-27
283.99,2023-02-21
374.4,2023-01-27
446.85,2023-02-28
118.71,2023-02-01
365.89,2023-01-11
108.4,2023-01-07
83.6,2023-02-02
424.44,2023-03-14
349.22,2023-02-08
182.88,2023-01-11
130.54,2023-02-23
399.73,2023-02-26
100.04,2023-01-28
214.41,2023-01-03
330.15,2023-02-15
253.42,2023-03-13
61.11,2023-03-08
421.6,2023-02-03
301.48,2023-01-31
444.94,2023-01-29
286.25,2023-01-17
239.81,2023-02-13
291.12,2023-03-12
169.99,2023-02-03
30.46,2023-01-26
30.16,2023-01-03
451.08,2023-03-14
170.92,2023-03-01
475.96,2023-02-04
240.55,2023-01-29
11.82,2023-02-17
397.79,2023-03-12
275.78,2023-03-13
227.07,2023-02-12
455.66,2023-02-10
324.63,2023-03-02
463.82,2023-01-01
359.72,2023-02-25
390.43,2023-02-21
333.63,2023-02-02
69.83,2023-01-22
357.41,2023-02-07
311.62,2023-03-01
405.61,2023-02-23
103.49,2023-02-08
100.56,2023-02-21
497.67,2023-02-24
66.69,2023-02-18
78.97,2023-02-08
256.23,2023-02-14
394.09,2023-01-22
237.45,2023-01-12
407.05,2023-01-30
451.54,2023-02-12
381.32,2023-01-05
66.73,2023-02-01
160.85,2023-01-13
55.54,2023-02-07
36.52,2023-03-12
177.72,2023-01-21
55.43,2023-02-23
130.02,2023-03-12
290.65,2023-02-16
423.31,2023-02-17
44.94,2023-01-10
243.72,2023-01-04
475.73,2023-01-14
23.31,2023-01-17
125.24,2023-03-09
473.48,2023-01-06
479.18,2023-03-10
55.69,2023-01-04
336.98,2023-01-25
147.83,2023-01-14
311.49,2023-03-04
357.27,2023-01-25
284.28,2023-01-22
375.74,2023-02-13
419.74,2023-01-03
106.2,2023-01-07
495.81,2023-01-05
316.94,2023-01-10
65.25,2023-01-13
286.64,2023-02-20
441.23,2023-01-07
65.13,2023-02-12
261.74,2023-03-10
118.29,2023-01-11
190.67,2023-01-19
205.81,2023-02-10
298.62,2023-02-17
372.39,2023-01-30
276.68,2023-01-30
411.53,2023-01-17
124.78,2023-03-13
70.64,2023-01-02
259.39,2023-01-18
216.38,2023-02-17
119.95,2023-02-24
460.94,2023-01-16
279.54,2023-01-26
129.41,2023-01-09
436.27,2023-01-10
289.05,2023-02-15
360.58,2023-01-13
124.78,2023-02-28
53.8,2023-01-15
437.88,2023-02-04
311.06,2023-03-05
155.4,2023-02-15
341.98,2023-01-06
327.64,2023-02-03
488.43,2023-01-23
311.22,2023-01-10
492.29,2023-01-15
464.8,2023-01-19
132.92,2023-02-18
300.56,2023-02-12
259.1,2023-01-09
59.37,2023-02-01
83.36,2023-03-08
480.39,2023-01-07
108.38,2023-02-01
198.4,2023-02-02
68.78,2023-02-15
371.32,2023-01-07
125.68,2023-02-18
274.4,2023-02-04
39.13,2023-01-26
130.45,2023-03-12
341.42,2023-03-06
43.35,2023-01-05
220.16,2023-03-14
460.76,2023-02-17
120.72,2023-03-07
187.49,2023-02-20
166.94,2023-01-02
224.96,2023-01-21
96.03,2023-02-18
204.28,2023-02-06
411.13,2023-02-20
252.92,2023-01-24
418.2,2023-03-11
444.17,2023-01-15
389.81,2023-02-09
192.03,2023-01-24
472.44,2023-02-10
141.5,2023-03-01
390.79,2023-03-14
413.38,2023-02-26
152.45,2023-01-20
108.71,2023-02-04
402.3,2023-03-01
229.65,2023-03-03
217.84,2023-03-02
440.93,2023-03-03
413.24,2023-02-08
19.91,2023-01-30
54.56,2023-01-06
465.77,2023-02-14
198.98,2023-01-10
428.27,2023-01-05
392.69,2023-01-19
471.77,2023-03-09
192.34,2023-02-08
101.16,2023-03-11
152.98,2023-02-17
457.94,2023-02-15
353.94,2023-01-09
305.65,2023-02-21
287.98,2023-03-05
37.88,2023-01-01
172.34,2023-01-25
303.38,2023-02-20
151.55,2023-01-10
70.37,2023-01-19
104.24,2023-01-06
488.3,2023-02-18
409.78,2023-01-24
214.85,2023-01-07
475.59,2023-01-11
337.21,2023-03-03
492.95,2023-02-22
205.67,2023-01-13
249.43,2023-02-27
452.03,2023-03-04
462.94,2023-02-18
158.19,2023-01-24
127.37,2023-01-16
231.97,2023-02-14
338.48,2023-02-19
87.79,2023-03-09
248.41,2023-03-04
430.19,2023-02-19
172.94,2023-02-19
250.86,2023-02-15
275.04,2023-02-03
261.38,2023-01-16
143.96,2023-02-01
82.81,2023-01-09
467.7,2023-03-07
284.94,2023-03-14
379.87,2023-03-04
145.44,2023-02-14
382.11,2023-01-26
282.54,2023-02-07
177.47,2023-03-03
430.36,2023-01-08
440.89,2023-03-03
133.91,2023-01-17
329.66,2023-01-20
395.05,2023-01-22
299.06,2023-01-01
265.31,2023-02-27
59.95,2023-01-30
279.41,2023-02-13
499.77,2023-03-02
241.56,2023-01-23
305.32,2023-02-01
258.32,2023-01-19
303.54,2023-02-16
177.23,2023-01-08
262.13,2023-01-13
276.74,2023-01-07
453.11,2023-02-09
399.79,2023-02-20
28.58,2023-02-14
454.07,2023-02-02
177.73,2023-01-11
180.57,2023-01-06
87.66,2023-02-14
199.87,2023-01-13
479.8,2023-02-23
222.98,2023-02-19
81.56,2023-01-29
234.92,2023-02-12
309.87,2023-01-16
252.32,2023-02-11
418.42,2023-03-12
410.15,2023-01-26
415.28,2023-03-04
272.86,2023-02-08
98.28,2023-01-22
413.29,2023-02-15
194.3,2023-03-05
450.68,2023-01-29
268.5,2023-02-20
11.72,2023-02-19
264.16,2023-01-14
141.74,2023-02-15
444.35,2023-02-11
103.83,2023-03-08
251.72,2023-01-20
397.68,2023-02-08
402.36,2023-02-22
363.78,2023-01-11
18.06,2023-02-22
276.92,2023-02-07
145.25,2023-01-02
24.89,2023-01-25
12.9,2023-01-18
38.38,2023-03-03
482.76,2023-03-05
436.82,2023-03-05
140.4,2023-01-22
182.09,2023-02-07
107.16,2023-03-03
54.02,2023-03-13
33.51,2023-02-09
428.29,2023-02-09
393.84,2023-03-13
348.31,2023-01-24
415.95,2023-02-08
47.08,2023-02-08
90.55,2023-02-28
217.42,2023-01-21
87.54,2023-01-15
117.06,2023-02-28
245.75,2023-03-06
257.56,2023-02-20
454.43,2023-01-02
437.02,2023-02-13
176.9,2023-03-09
57.73,2023-02-17
21.18,2023-03-09
484.43,2023-01-15
357.03,2023-01-12
371.9,2023-03-07
476.78,2023-01-02
135.94,2023-01-06
429.3,2023-03-07
387.5,2023-02-13
380.83,2023-01-22
394.86,2023-01-30
36.21,2023-02-08
54.55,2023-01-06
161.83,2023-01-27
412.93,2023-02-18
398.14,2023-03-01
417.23,2023-01-13
392.93,2023-03-01
257.55,2023-02-06
154.08,2023-02-16
399.38,2023-01-10
473.96,2023-02-21
341.07,2023-01-21
211.7,2023-01-26
119.74,2023-03-11
309.09,2023-02-24
215.33,2023-02-10
255.73,2023-01-29
215.14,2023-01-25
171.49,2023-02-09
320.71,2023-01-11
274.23,2023-01-29
375.6,2023-02-15
119.42,2023-03-04
149.75,2023-03-10
336.96,2023-02-26
432.4,2023-02-25
12.85,2023-01-26
492.75,2023-03-13
172.25,2023-01-11
326.31,2023-02-20
48.76,2023-03-13
31.19,2023-02-12
167.86,2023-01-02
201,2023-02-23
455.89,2023-03-13
432.58,2023-01-08
172.78,2023-03-03
127.55,2023-01-19
460.47,2023-03-12
211.58,2023-01-30
268.77,2023-01-03
81.39,2023-02-26
93.14,2023-01-27
309.85,2023-03-01
223.55,2023-03-01
382.9,2023-01-29
371,2023-03-10
220.31,2023-03-09
456.19,2023-02-23
61.49,2023-01-16
468.45,2023-02-24
396.65,2023-01-05
79.51,2023-01-08
304.69,2023-02-27
293.85,2023-01-26
420.23,2023-02-10
375.95,2023-01-27
174.88,2023-03-11
494.13,2023-02-24
384.21,2023-01-09
59.91,2023-01-22
391.55,2023-01-26
415.5,2023-02-18
442.94,2023-02-02
406.87,2023-03-01
240.43,2023-02-26
118.58,2023-02-26
166.39,2023-03-07
248.06,2023-02-14
333.9,2023-02-12
400.34,2023-03-13
281.13,2023-01-03
251.15,2023-01-14
145.76,2023-03-10
314.3,2023-03-13
361.33,2023-02-02
295.35,2023-01-11
135.21,2023-01-21
39.38,2023-01-21
457.06,2023-02-02
273.2,2023-02-20
384.22,2023-02-22
66.08,2023-01-21
399.78,2023-01-14
493.24,2023-01-18
392.55,2023-01-14
409.42,2023-01-28
160.33,2023-02-06
54.25,2023-01-07
278.64,2023-01-03
176.73,2023-03-04
224.47,2023-02-25
147.68,2023-01-25
422.37,2023-01-05
191.96,2023-01-30
145.45,2023-01-30
421.94,2023-03-05
191.48,2023-02-18
290.34,2023-02-05
368.39,2023-01-11
175.08,2023-03-10
197.56,2023-01-20
257.37,2023-03-13
44.81,2023-03-08
414.39,2023-03-10
211.47,2023-02-22
245.28,2023-01-28
141.19,2023-01-29
457.99,2023-02-28
432.62,2023-02-16
161.8,2023-02-13
25.28,2023-01-26
199.7,2023-01-06
477.35,2023-02-17
90.53,2023-02-21
181.81,2023-01-03
257.77,2023-01-05
226.48,2023-03-08
427.23,2023-02-21
453.21,2023-03-07
57.77,2023-01-11
172.61,2023-02-03
71.37,2023-02-08
264.29,2023-01-17
245.84,2023-01-16
424.96,2023-03-12
74.65,2023-01-22
268.42,2023-03-07
298.75,2023-01-15
432.26,2023-03-06
409.91,2023-03-13
479.58,2023-02-11
228.68,2023-01-10
194.57,2023-01-04
257.44,2023-02-17
66.04,2023-01-21
77.69,2023-01-02
208.78,2023-03-14
435.89,2023-03-05
184.05,2023-02-18
236.39,2023-02-16
363.56,2023-01-13
440.46,2023-02-26
296.99,2023-03-06
107.91,2023-01-04
222.46,2023-01-02
85.15,2023-02-14
368.81,2023-01-26
284.7,2023-03-05
344.91,2023-03-02
301.57,2023-02-27
125.89,2023-01-25
493.31,2023-01-18
383.35,2023-02-17
141.71,2023-02-27
239.42,2023-02-17
26.16,2023-03-03
295.57,2023-01-29
168.19,2023-02-10
375.63,2023-02-12
96.87,2023-03-13
374.31,2023-01-19
61.02,2023-01-12
37,2023-01-13
374.43,2023-03-14
451.37,2023-03-14
448.95,2023-03-04
221.9,2023-02-19
82.6,2023-02-19
19.62,2023-03-10
467.08,2023-03-11
144.06,2023-02-17
15.12,2023-03-03
118.16,2023-03-03
389.01,2023-01-08
443.48,2023-02-12
383.57,2023-01-12
50.41,2023-01-27
278.65,2023-02-06
14.09,2023-02-06
237.96,2023-02-10
333.81,2023-01-15
439.04,2023-01-29
185.55,2023-01-23
86.86,2023-02-11
367.64,2023-02-01
57.54,2023-02-12
130.33,2023-01-21
70.36,2023-01-01
214.66,2023-02-07
46.64,2023-01-10
263.05,2023-01-01
335.93,2023-03-04
412.26,2023-03-02
106.62,2023-02-20
386.02,2023-01-10
455.1,2023-02-11
244.46,2023-01-07
430.95,2023-01-29
147.33,2023-01-20
457.21,2023-01-02
257.23,2023-03-09
207.89,2023-02-28
50.13,2023-01-05
59.34,2023-02-04
378.03,2023-01-20
163.87,2023-01-16
458.03,2023-03-01
466.9,2023-01-22
465.37,2023-02-12
301.25,2023-01-16
490.9,2023-01-02
123.7,2023-02-15
210.93,2023-03-11
294.28,2023-01-27
347.07,2023-02-22
277.44,2023-03-05
484.64,2023-03-02
363.73,2023-02-25
129.11,2023-01-18
459.59,2023-02-10
387.72,2023-02-14
461.03,2023-02-14
199.52,2023-02-10
122.27,2023-02-19
27.85,2023-02-11
318.61,2023-01-09
453.8,2023-01-28
55.01,2023-03-12
205.81,2023-02-16
52.71,2023-01-20
219.66,2023-03-06
183.42,2023-03-06
293.24,2023-01-18
194.12,2023-01-03
479.5,2023-02-16
255.98,2023-01-12
312.6,2023-02-17
263.16,2023-02-27
398.96,2023-02-15
65.54,2023-01-23
345.46,2023-01-26
75.16,2023-01-30
333.14,2023-02-13
316.17,2023-01-06
393.94,2023-01-30
214.09,2023-03-04
320.82,2023-02-14
354.17,2023-02-17
249.53,2023-01-12
61.33,2023-03-14
496.63,2023-01-07
283.25,2023-02-11
414.65,2023-01-25
334.23,2023-01-12
403.97,2023-01-14
483.01,2023-02-12
267.6,2023-03-09
239.88,2023-03-14
168.6,2023-03-13
21.7,2023-01-29
371.3,2023-02-01
451.06,2023-02-02
317.92,2023-02-09
450.33,2023-03-09
263.21,2023-01-02
380.8,2023-03-07
26.38,2023-01-25
170.8,2023-02-08
268.95,2023-02-06
39.11,2023-02-14
19.6,2023-02-26
214.52,2023-01-11
127.63,2023-02-22
155.81,2023-01-11
319.78,2023-02-19
149.69,2023-01-26
115.33,2023-02-27
245.43,2023-03-07
58.17,2023-02-14
73.35,2023-01-05
211.08,2023-02-19
319.58,2023-01-24
454.92,2023-01-30
282.89,2023-02-16
116.47,2023-03-05
460.09,2023-01-02
44.63,2023-01-12
386.8,2023-01-16
484.65,2023-02-19
294.61,2023-01-21
234.73,2023-01-07
231.17,2023-02-25
464.51,2023-03-02
375.6,2023-01-23
243.29,2023-01-27
109.19,2023-02-11
458.6,2023-03-13
13.83,2023-02-13
54.58,2023-01-04
23.15,2023-02-07
377.97,2023-03-05
363.03,2023-01-21
116.19,2023-03-10
229.59,2023-01-19
462.63,2023-02-05
97.73,2023-01-11
269.44,2023-01-03
410.45,2023-01-03
416.47,2023-01-15
258.61,2023-01-16
147.91,2023-02-09
207.54,2023-03-10
28.29,2023-03-03
100.48,2023-01-07
457.11,2023-01-10
374.1,2023-01-22
401.61,2023-02-10
492.32,2023-02-13
335.68,2023-03-06
69.79,2023-01-07
270.23,2023-01-20
410.18,2023-01-03
427.49,2023-01-01
456.86,2023-03-14
309.98,2023-01-23
134.8,2023-02-20
434.09,2023-02-09
484.25,2023-01-26
20.2,2023-02-15
116.23,2023-02-16
319.86,2023-01-08
30.73,2023-02-22
88.37,2023-01-24
43.45,2023-02-05
40.05,2023-03-06
406.92,2023-02-13
396.73,2023-02-25
280.7,2023-02-18
104.99,2023-03-04
32.02,2023-02-27
213.53,2023-01-13
178.22,2023-01-14
140.34,2023-01-22
222.17,2023-03-09
496.3,2023-02-27
352.94,2023-01-29
44.72,2023-02-03
105.24,2023-01-03
319.95,2023-01-31
408.06,2023-02-05
129.32,2023-01-10
177.79,2023-02-06
344.31,2023-03-07
106.82,2023-02-08
275.15,2023-02-13
346.97,2023-02-25
214.4,2023-01-12
196.75,2023-03-12
216.86,2023-01-22
50.81,2023-01-07
83.58,2023-03-05
166.82,2023-01-26
58.99,2023-02-19
146.22,2023-03-13
441.28,2023-01-24
111.87,2023-02-09
486.16,2023-01-05
306.75,2023-01-29
414.41,2023-02-13
107.14,2023-02-18
197.84,2023-02-17
434.16,2023-02-02
465.08,2023-02-11
466.31,2023-01-07
306.3,2023-01-17
373.82,2023-01-26
195.66,2023-02-27
202.91,2023-01-05
40.6,2023-01-21
69.57,2023-01-12
101.72,2023-01-08
321.34,2023-02-03
446.02,2023-03-01
435.88,2023-01-02
241.69,2023-01-07
114.15,2023-02-11
101.45,2023-02-15
19.83,2023-01-05
243.91,2023-02-07
495.89,2023-01-22
168.57,2023-02-20
226.21,2023-02-02
436.55,2023-01-11
29.72,2023-03-03
384.72,2023-02-24
236.82,2023-01-06
137.63,2023-03-05
239.13,2023-03-08
55.87,2023-01-27
329.06,2023-02-16
233.5,2023-03-14
274.29,2023-02-07
229.58,2023-01-29
269.64,2023-01-16
181.81,2023-02-26
155.96,2023-01-06
450.29,2023-01-02
372.53,2023-01-02
486.11,2023-03-03
426.27,2023-03-09
375.62,2023-02-05
338.9,2023-01-20
454.94,2023-01-11
446.24,2023-02-23
286.16,2023-02-18
108.29,2023-02-07
26.54,2023-02-23
25.62,2023-01-27
69.87,2023-03-10
440.55,2023-02-09
325.1,2023-02-01
207,2023-02-07
403.92,2023-01-31
484.46,2023-01-22
74.38,2023-03-03
214.37,2023-03-29
475.29,2023-03-25
371.68,2023-06-14
452.1,2023-05-27
470.63,2023-07-26
47.46,2023-06-29
247.19,2023-04-05
57.9,2023-03-24
149.96,2023-06-09
241.93,2023-04-02
468.21,2023-05-22
179.54,2023-03-24
74.39,2023-06-02
174.84,2023-05-02
462.28,2023-04-16
298.48,2023-05-09
251.13,2023-06-06
442.91,2023-07-13
445.68,2023-03-21
296.84,2023-04-30
290.54,2023-05-30
237.78,2023-05-30
425.77,2023-05-14
188.64,2023-04-24
483.5,2023-05-27
163.34,2023-05-26
468.67,2023-06-22
208.29,2023-07-15
181.24,2023-04-09
444.83,2023-05-09
422.28,2023-05-06
277.52,2023-06-07
381.09,2023-06-09
199.48,2023-03-31
326.1,2023-07-01
294.71,2023-03-24
152.27,2023-04-10
133.05,2023-03-18
384.5,2023-07-22
38.82,2023-05-07
100.97,2023-07-03
41.65,2023-05-21
338.48,2023-03-20
177.15,2023-04-07
32.48,2023-04-19
269.59,2023-06-05
164.32,2023-07-07
217.16,2023-07-29
349,2023-06-29
20.57,2023-05-08
491.81,2023-07-18
482.32,2023-07-24
422.26,2023-04-21
484.4,2023-03-15
438.48,2023-03-29
175.56,2023-04-16
77.35,2023-05-17
437.37,2023-05-23
190.59,2023-06-27
371.86,2023-05-17
415.05,2023-05-21
160.47,2023-05-29
286.77,2023-07-28
378.74,2023-04-16
282.2,2023-05-27
417.49,2023-04-08
398.94,2023-06-25
314.41,2023-03-28
88.11,2023-06-11
89.38,2023-07-13
69.91,2023-04-03
444.84,2023-05-12
412.72,2023-06-21
182.44,2023-04-22
351.16,2023-06-12
225.22,2023-04-07
230.46,2023-05-20
70.47,2023-07-10
22.8,2023-07-01
243.68,2023-07-17
87.19,2023-04-11
309.15,2023-06-04
188.08,2023-06-25
325.08,2023-07-07
154.22,2023-06-26
141.07,2023-05-13
259.07,2023-07-21
423.46,2023-05-09
351.94,2023-06-25
129.26,2023-06-09
73.53,2023-05-01
370.8,2023-06-04
116.23,2023-05-31
377.5,2023-04-17
108.94,2023-06-21
457.64,2023-05-17
113.3,2023-05-16
379.42,2023-04-02
459.23,2023-07-22
373.33,2023-04-03
478.48,2023-07-09
388.7,2023-06-08
165.28,2023-05-24
208.19,2023-06-14
454.79,2023-07-19
245.09,2023-05-13
213.16,2023-07-26
361.14,2023-06-15
98.54,2023-07-04
15.04,2023-07-18
161.23,2023-06-26
200.77,2023-03-22
455.57,2023-04-08
103.12,2023-05-18
440.51,2023-05-30
143.75,2023-07-15
159.57,2023-07-18
446.92,2023-03-27
312.17,2023-05-01
471.54,2023-04-10
141.86,2023-05-07
367.41,2023-07-05
243.05,2023-07-18
174.45,2023-05-07
31.56,2023-04-22
177.05,2023-06-20
289.05,2023-07-23
124.47,2023-03-23
461.59,2023-04-02
482.2,2023-03-27
323.52,2023-06-01
20.09,2023-04-24
211.94,2023-03-20
72.94,2023-07-25
367.47,2023-07-29
486.37,2023-06-21
404.83,2023-06-26
242.81,2023-04-24
442.57,2023-05-26
399.81,2023-04-15
15.29,2023-07-10
60.4,2023-04-08
454.65,2023-04-25
48.96,2023-07-29
33.44,2023-05-05
377.04,2023-05-27
85.22,2023-04-20
269.22,2023-04-30
488.81,2023-04-05
321.17,2023-07-02
10.8,2023-05-02
452.74,2023-07-28
481.4,2023-04-21
280.21,2023-06-19
480.27,2023-05-06
166.48,2023-05-11
159.06,2023-07-02
406.18,2023-04-16
443.5,2023-07-10
272.57,2023-07-26
307.28,2023-07-13
399.37,2023-07-24
159.99,2023-06-18
375.81,2023-03-15
458.94,2023-04-30
191.2,2023-05-17
402.53,2023-06-13
489.11,2023-05-21
264.86,2023-04-08
162.18,2023-05-26
54.74,2023-04-16
350.49,2023-05-16
100.15,2023-05-09
179.78,2023-06-13
83.39,2023-04-02
182.59,2023-07-15
109.88,2023-05-14
343.61,2023-04-15
217.82,2023-06-27
334.7,2023-05-05
252.66,2023-05-16
59.95,2023-05-20
259.56,2023-03-27
344.47,2023-06-30
324.49,2023-05-18
163.79,2023-04-20
266.82,2023-07-23
248.74,2023-03-27
469.71,2023-05-18
198.98,2023-03-29
140.31,2023-05-13
22.9,2023-07-19
179.11,2023-03-23
353.93,2023-03-27
370.07,2023-04-06
485.93,2023-07-08
466.07,2023-05-03
81.04,2023-04-22
492.91,2023-07-08
86.45,2023-04-14
277.91,2023-04-04
205.94,2023-03-24
270.61,2023-05-11
498.21,2023-07-20
480.45,2023-07-29
13.02,2023-04-06
387.68,2023-04-01
286.14,2023-04-02
233.43,2023-06-03
217.78,2023-05-26
217.53,2023-03-15
38.12,2023-04-04
415.22,2023-04-10
400.54,2023-04-26
467.05,2023-06-26
486.23,2023-05-29
55.32,2023-03-28
472.75,2023-05-29
362.65,2023-05-24
452.61,2023-05-29
261.17,2023-05-17
476.26,2023-04-19
161.19,2023-05-14
469.45,2023-07-19
238.2,2023-03-15
229.65,2023-07-24
462.66,2023-07-08
69.77,2023-05-23
169.27,2023-04-02
247.53,2023-05-08
111.38,2023-04-24
101.88,2023-05-24
235.51,2023-04-12
79.84,2023-05-11
45.19,2023-03-21
129.31,2023-03-18
117.07,2023-05-18
30.86,2023-06-11
429.03,2023-06-07
173.76,2023-06-07
409.37,2023-05-18
13.62,2023-04-29
255.43,2023-03-18
345.81,2023-06-19
45.59,2023-05-04
290.45,2023-06-17
254.08,2023-04-25
417.75,2023-03-19
435.85,2023-06-10
495.75,2023-05-05
463.96,2023-05-07
357.06,2023-07-05
84.09,2023-06-14
140.76,2023-04-21
463.89,2023-07-19
190.34,2023-07-03
239.45,2023-06-19
143.55,2023-05-24
116.47,2023-05-21
142.36,2023-05-20
199.13,2023-05-01
98.43,2023-07-28
253.16,2023-07-02
465.26,2023-04-06
494.25,2023-04-27
276.65,2023-07-08
211.45,2023-07-26
283.39,2023-07-28
39.89,2023-06-01
101.27,2023-07-18
210.49,2023-07-25
478.21,2023-05-01
311.42,2023-07-15
268.94,2023-05-11
410.25,2023-04-03
13.47,2023-06-09
456.98,2023-06-06
280.94,2023-07-24
229.29,2023-05-15
384.41,2023-07-25
449.69,2023-05-15
261.23,2023-04-23
440.7,2023-04-22
490.38,2023-06-16
114.27,2023-04-25
266.66,2023-05-26
168.72,2023-03-24
384.18,2023-07-09
410,2023-05-02
227.9,2023-05-30
305.97,2023-07-20
228.36,2023-07-21
461.48,2023-05-29
357.23,2023-03-25
418.44,2023-07-24
434.3,2023-05-12
286.34,2023-05-09
236.32,2023-05-25
212.4,2023-04-11
186.26,2023-06-13
347.7,2023-04-19
240.05,2023-07-21
18.02,2023-07-08
207.7,2023-05-04
443.36,2023-06-25
426.09,2023-05-06
476.1,2023-07-11
300.54,2023-04-08
184.82,2023-03-16
279.72,2023-04-05
301.01,2023-05-08
370.89,2023-06-14
409.34,2023-06-06
346.04,2023-05-25
285.82,2023-06-24
40.55,2023-07-22
173.59,2023-04-06
243.97,2023-03-25
386.28,2023-03-25
269.81,2023-07-09
369.96,2023-03-25
233.45,2023-07-04
210.68,2023-04-16
181.72,2023-07-07
83.27,2023-05-26
65.55,2023-05-18
72.15,2023-05-13
290.52,2023-03-29
91.31,2023-05-25
362.4,2023-05-06
100.91,2023-03-30
492.98,2023-06-16
397.49,2023-04-01
187.74,2023-07-27
42.56,2023-04-06
152.54,2023-05-20
489.09,2023-07-28
360.08,2023-04-16
21.24,2023-06-24
241.7,2023-07-06
127.91,2023-04-13
327.39,2023-06-08
200.13,2023-07-27
444.77,2023-03-23
169.22,2023-04-17
214.57,2023-06-11
246.04,2023-07-06
487.21,2023-04-09
11.58,2023-04-27
397.07,2023-06-05
301.39,2023-04-06
122.33,2023-04-04
467.14,2023-03-16
156.75,2023-04-21
336.92,2023-04-21
81.39,2023-04-16
124.02,2023-07-24
298.69,2023-04-22
72.1,2023-05-19
464.39,2023-06-10
188.53,2023-07-01
249.04,2023-04-24
44.92,2023-05-14
493.39,2023-04-13
127.27,2023-03-27
182.98,2023-06-19
183.05,2023-05-12
185.91,2023-03-30
143.56,2023-05-20
100.34,2023-03-21
195.89,2023-07-01
173.6,2023-05-31
111.03,2023-04-09
