stock_xfer_date,stock_qty
2023-01-14,42
2023-01-28,30
2023-02-06,62
2023-01-07,81
2023-01-03,50
2023-03-04,65
2023-02-25,9
2023-01-25,28
2023-01-05,48
2023-01-30,12
2023-01-30,8
2023-03-05,36
2023-02-18,72
2023-02-05,24
2023-01-11,79
2023-03-10,33
2023-01-20,30
2023-03-13,39
2023-03-08,89
2023-03-10,90
2023-02-22,48
2023-01-28,88
2023-01-29,52
2023-02-28,34
2023-02-16,5
2023-02-13,32
2023-01-26,16
2023-01-06,38
2023-02-17,98
2023-02-21,1
2023-01-03,9
2023-01-05,86
2023-03-08,32
2023-02-21,78
2023-03-07,9
2023-01-11,66
2023-02-03,27
2023-02-08,52
2023-01-17,87
2023-01-16,5
2023-03-12,25
2023-01-22,79
2023-03-07,23
2023-01-15,9
2023-03-06,96
2023-03-13,92
2023-02-11,49
2023-01-10,42
2023-01-04,1
2023-02-17,81
2023-01-21,87
2023-01-02,23
2023-03-14,39
2023-03-05,27
2023-02-18,66
2023-02-16,26
2023-01-13,88
2023-02-26,68
2023-03-06,86
2023-01-04,76
2023-01-02,71
2023-02-14,7
2023-01-26,20
2023-03-05,70
2023-03-02,32
2023-02-27,87
2023-01-25,34
2023-01-18,32
2023-02-17,28
2023-02-27,15
2023-02-17,61
2023-03-03,82
2023-01-29,13
2023-02-10,65
2023-02-12,21
2023-03-13,40
2023-01-19,29
2023-01-12,19
2023-01-13,52
2023-03-14,38
2023-03-14,62
2023-03-04,88
2023-02-19,79
2023-02-19,61
2023-03-10,56
2023-03-11,22
2023-02-17,28
2023-03-03,82
2023-03-03,81
2023-01-08,55
2023-02-12,56
2023-01-12,31
2023-01-27,36
2023-02-06,91
2023-02-06,22
2023-02-10,87
2023-01-15,40
2023-01-29,71
2023-01-23,14
2023-02-11,27
2023-02-01,84
2023-02-12,56
2023-01-21,9
2023-01-01,22
2023-02-07,44
2023-01-10,2
2023-01-01,34
2023-03-04,47
2023-03-02,13
2023-02-20,43
2023-01-10,44
2023-02-11,41
2023-01-07,32
2023-01-29,9
2023-01-20,61
2023-01-02,51
2023-03-09,66
2023-02-28,5
2023-01-05,8
2023-02-04,50
2023-01-20,15
2023-01-16,14
2023-03-01,59
2023-01-22,86
2023-02-12,61
2023-01-16,25
2023-01-02,80
2023-02-15,65
2023-03-11,34
2023-01-27,100
2023-02-22,7
2023-03-05,40
2023-03-02,66
2023-02-25,52
2023-01-18,93
2023-02-10,26
2023-02-14,8
2023-02-14,80
2023-02-10,63
2023-02-19,54
2023-02-11,24
2023-01-09,8
2023-01-28,31
2023-03-12,64
2023-02-16,60
2023-01-20,40
2023-03-06,29
2023-03-06,76
2023-01-18,28
2023-01-03,1
2023-02-16,21
2023-01-12,97
2023-02-17,25
2023-02-27,66
2023-02-15,61
2023-01-23,35
2023-01-26,71
2023-01-30,78
2023-02-13,12
2023-01-06,6
2023-01-30,7
2023-03-04,34
2023-02-14,88
2023-02-17,14
2023-01-12,18
2023-03-14,91
2023-01-07,4
2023-02-11,99
2023-01-25,46
2023-01-12,84
2023-01-14,48
2023-02-12,86
2023-03-09,67
2023-03-14,65
2023-03-13,70
2023-01-29,54
2023-02-01,32
2023-02-02,69
2023-02-09,92
2023-03-09,27
2023-01-02,85
2023-03-07,62
2023-01-25,37
2023-02-08,73
2023-02-06,58
2023-02-14,11
2023-02-26,14
2023-01-11,100
2023-02-22,74
2023-01-11,3
2023-02-19,52
2023-01-26,78
2023-02-27,73
2023-03-07,45
2023-02-14,68
2023-01-05,72
2023-02-19,99
2023-01-24,64
2023-01-30,22
2023-02-16,37
2023-03-05,85
2023-01-02,14
2023-01-12,40
2023-01-16,49
2023-02-19,29
2023-01-21,98
2023-01-07,73
2023-02-25,62
2023-03-02,82
2023-01-23,40
2023-01-27,14
2023-02-11,4
2023-03-13,64
2023-02-13,23
2023-01-04,27
2023-02-07,81
2023-03-05,92
2023-01-21,42
2023-03-10,44
2023-01-19,100
2023-02-05,21
2023-01-11,87
2023-01-03,15
2023-01-03,4
2023-01-15,97
2023-01-16,67
2023-02-09,89
2023-03-10,34
2023-03-03,26
2023-01-07,89
2023-01-10,79
2023-01-22,98
2023-02-10,51
2023-02-13,38
2023-03-06,46
2023-01-07,42
2023-01-20,77
2023-01-03,4
2023-01-01,47
2023-03-14,53
2023-01-23,7
2023-02-20,30
2023-02-09,56
2023-01-26,9
2023-02-15,31
2023-02-16,35
2023-01-08,83
2023-02-22,57
2023-01-24,38
2023-02-05,64
2023-03-06,17
2023-02-13,63
2023-02-25,79
2023-02-18,8
2023-03-04,45
2023-02-27,45
2023-01-13,25
2023-01-14,53
2023-01-22,11
2023-03-09,36
2023-02-27,85
2023-01-29,26
2023-02-03,25
2023-01-03,89
2023-01-31,50
2023-02-05,33
2023-01-10,98
2023-02-06,33
2023-03-07,58
2023-02-08,80
2023-02-13,28
2023-02-25,3
2023-01-12,31
2023-03-12,11
2023-01-22,66
2023-01-07,89
2023-03-05,15
2023-01-26,94
2023-02-19,40
2023-03-13,59
2023-01-24,23
2023-02-09,79
2023-01-05,42
2023-01-29,58
2023-02-13,6
2023-02-18,57
2023-02-17,18
2023-02-02,100
2023-02-11,40
2023-01-07,71
2023-01-17,49
2023-01-26,19
2023-02-27,50
2023-01-05,40
2023-01-21,49
2023-01-12,23
2023-01-08,17
2023-02-03,17
2023-03-01,87
2023-01-02,88
2023-01-07,12
2023-02-11,46
2023-02-15,12
2023-01-05,81
2023-02-07,45
2023-01-22,83
2023-02-20,36
2023-02-02,44
2023-01-11,9
2023-03-03,43
2023-02-24,21
2023-01-06,78
2023-03-05,66
2023-03-08,12
2023-01-27,100
2023-02-16,69
2023-03-14,9
2023-02-07,89
2023-01-29,11
2023-01-16,15
2023-02-26,12
2023-01-06,99
2023-01-02,76
2023-01-02,58
2023-03-03,52
2023-03-09,5
2023-02-05,65
2023-01-20,88
2023-01-11,41
2023-02-23,75
2023-02-18,4
2023-02-07,20
2023-02-23,62
2023-01-27,50
2023-03-10,78
2023-02-09,24
2023-02-01,22
2023-02-07,99
2023-01-31,19
2023-01-22,13
2023-03-03,81
2023-03-29,92
2023-03-25,19
2023-06-14,36
2023-05-27,61
2023-07-26,95
2023-06-29,75
2023-04-05,95
2023-03-24,63
2023-06-09,94
2023-04-02,86
2023-05-22,11
2023-03-24,86
2023-06-02,76
2023-05-02,44
2023-04-16,63
2023-05-09,97
2023-06-06,2
2023-07-13,8
2023-03-21,7
2023-04-30,81
2023-05-30,60
2023-05-30,98
2023-05-14,27
2023-04-24,27
2023-05-27,57
2023-05-26,53
2023-06-22,41
2023-07-15,9
2023-04-09,62
2023-05-09,65
2023-05-06,90
2023-06-07,17
2023-06-09,51
2023-03-31,100
2023-07-01,95
2023-03-24,59
2023-04-10,30
2023-03-18,18
2023-07-22,40
2023-05-07,10
2023-07-03,46
2023-05-21,30
2023-03-20,26
2023-04-07,66
2023-04-19,59
2023-06-05,35
2023-07-07,16
2023-07-29,8
2023-06-29,74
2023-05-08,14
2023-07-18,2
2023-07-24,78
2023-04-21,35
2023-03-15,93
2023-03-29,87
2023-04-16,58
2023-05-17,90
2023-05-23,77
2023-06-27,97
2023-05-17,27
2023-05-21,31
2023-05-29,66
2023-07-28,50
2023-04-16,70
2023-05-27,48
2023-04-08,53
2023-06-25,54
2023-03-28,35
2023-06-11,51
2023-07-13,1
2023-04-03,57
2023-05-12,17
2023-06-21,67
2023-04-22,3
2023-06-12,24
2023-04-07,77
2023-05-20,28
2023-07-10,62
2023-07-01,94
2023-07-17,18
2023-04-11,81
2023-06-04,48
2023-06-25,73
2023-07-07,86
2023-06-26,46
2023-05-13,56
2023-07-21,19
2023-05-09,98
2023-06-25,87
2023-06-09,61
2023-05-01,66
2023-06-04,20
2023-05-31,5
2023-04-17,83
2023-06-21,35
2023-05-17,74
2023-05-16,68
2023-04-02,56
2023-07-22,96
2023-04-03,88
2023-07-09,18
2023-06-08,6
2023-05-24,4
2023-06-14,85
2023-07-19,33
2023-05-13,66
2023-07-26,61
2023-06-15,71
2023-07-04,57
2023-07-18,97
2023-06-26,59
2023-03-22,85
2023-04-08,12
2023-05-18,42
2023-05-30,56
2023-07-15,19
2023-07-18,21
2023-03-27,23
2023-05-01,13
2023-04-10,54
2023-05-07,84
2023-07-05,70
2023-07-18,1
2023-05-07,65
2023-04-22,29
2023-06-20,41
2023-07-23,13
2023-03-23,35
2023-04-02,98
2023-03-27,10
2023-06-01,21
2023-04-24,38
2023-03-20,29
2023-07-25,90
2023-07-29,99
2023-06-21,86
2023-06-26,18
2023-04-24,74
2023-05-26,35
2023-04-15,100
2023-07-10,29
2023-04-08,75
2023-04-25,71
2023-07-29,86
2023-05-05,37
2023-05-27,18
2023-04-20,57
2023-04-30,15
2023-04-05,55
2023-07-02,93
2023-05-02,42
2023-07-28,22
2023-04-21,65
2023-06-19,60
2023-05-06,84
2023-05-11,48
2023-07-02,43
2023-04-16,76
2023-07-10,91
2023-07-26,41
2023-07-13,65
2023-07-24,16
2023-06-18,62
2023-03-15,42
2023-04-30,2
2023-05-17,62
2023-06-13,30
2023-05-21,63
2023-04-08,48
2023-05-26,88
2023-04-16,42
2023-05-16,23
2023-05-09,1
2023-06-13,15
2023-04-02,21
2023-07-15,9
2023-05-14,88
2023-04-15,44
2023-06-27,74
2023-05-05,41
2023-05-16,77
2023-05-20,75
2023-03-27,47
2023-06-30,82
2023-05-18,17
2023-04-20,14
2023-07-23,96
2023-03-27,41
2023-05-18,4
2023-03-29,37
2023-05-13,89
2023-07-19,1
2023-03-23,97
2023-03-27,51
2023-04-06,14
2023-07-08,71
2023-05-03,79
2023-04-22,15
2023-07-08,40
2023-04-14,53
2023-04-04,61
2023-03-24,2
2023-05-11,71
2023-07-20,55
2023-07-29,23
2023-04-06,36
2023-04-01,46
2023-04-02,61
2023-06-03,88
2023-05-26,29
2023-03-15,9
2023-04-04,97
2023-04-10,87
2023-04-26,42
2023-06-26,14
2023-05-29,46
2023-03-28,62
2023-05-29,1
2023-05-24,66
2023-05-29,25
2023-05-17,37
2023-04-19,19
2023-05-14,91
2023-07-19,100
2023-03-15,83
2023-07-24,1
2023-07-08,83
2023-05-23,14
2023-04-02,42
2023-05-08,55
2023-04-24,42
2023-05-24,34
2023-04-12,99
2023-05-11,5
2023-03-21,82
2023-03-18,65
2023-05-18,9
2023-06-11,76
2023-06-07,8
2023-06-07,28
2023-05-18,21
2023-04-29,54
2023-03-18,90
2023-06-19,66
2023-05-04,93
2023-06-17,19
2023-04-25,31
2023-03-19,85
2023-06-10,80
2023-05-05,64
2023-05-07,97
2023-07-05,41
2023-06-14,88
2023-04-21,7
2023-07-19,77
2023-07-03,27
2023-06-19,41
2023-05-24,57
2023-05-21,92
2023-05-20,47
2023-05-01,10
2023-07-28,5
2023-07-02,28
2023-04-06,99
2023-04-27,13
2023-07-08,65
2023-07-26,45
2023-07-28,52
2023-06-01,41
2023-07-18,14
2023-07-25,35
2023-05-01,43
2023-07-15,18
2023-05-11,9
2023-04-03,72
2023-06-09,49
2023-06-06,18
2023-07-24,30
2023-05-15,4
2023-07-25,91
2023-05-15,4
2023-04-23,55
2023-04-22,51
2023-06-16,55
2023-04-25,9
2023-05-26,44
2023-03-24,29
2023-07-09,50
2023-05-02,97
2023-05-30,94
2023-07-20,95
2023-07-21,90
2023-05-29,69
2023-03-25,34
2023-07-24,95
2023-05-12,36
2023-05-09,62
2023-05-25,34
2023-04-11,70
2023-06-13,32
2023-04-19,72
2023-07-21,70
2023-07-08,58
2023-05-04,16
2023-06-25,70
2023-05-06,90
2023-07-11,88
2023-04-08,88
2023-03-16,22
2023-04-05,57
2023-05-08,23
2023-06-14,16
2023-06-06,1
2023-05-25,64
2023-06-24,67
2023-07-22,12
2023-04-06,7
2023-03-25,47
2023-03-25,30
2023-07-09,13
2023-03-25,96
2023-07-04,11
2023-04-16,7
2023-07-07,65
2023-05-26,69
2023-05-18,23
2023-05-13,54
2023-03-29,33
2023-05-25,90
2023-05-06,65
2023-03-30,58
2023-06-16,79
2023-04-01,26
2023-07-27,86
2023-04-06,87
2023-05-20,41
2023-07-28,2
2023-04-16,70
2023-06-24,27
2023-07-06,74
2023-04-13,60
2023-06-08,57
2023-07-27,28
2023-03-23,69
2023-04-17,96
2023-06-11,26
2023-07-06,35
2023-04-09,80
2023-04-27,53
2023-06-05,38
2023-04-06,95
2023-04-04,71
2023-03-16,90
2023-04-21,12
2023-04-21,10
2023-04-16,60
2023-07-24,84
2023-04-22,5
2023-05-19,57
2023-06-10,24
2023-07-01,21
2023-04-24,53
2023-05-14,83
2023-04-13,49
2023-03-27,11
2023-06-19,15
2023-05-12,33
2023-03-30,11
2023-05-20,41
2023-03-21,66
2023-07-01,9
2023-05-31,38
2023-04-09,2
2023-07-01,15
2023-07-08,79
2023-03-31,66
2023-05-01,33
2023-05-05,10
2023-05-14,17
2023-07-08,34
2023-06-21,25
2023-07-14,89
2023-03-28,90
2023-07-23,32
2023-03-28,83
2023-06-08,28
2023-05-05,64
2023-07-29,1
2023-06-06,9
2023-04-12,49
2023-05-14,40
2023-06-16,46
2023-07-08,58
2023-05-09,76
2023-04-12,83
2023-03-15,20
2023-04-20,39
2023-04-20,15
2023-05-07,68
2023-04-22,25
2023-05-31,85
2023-03-26,54
2023-04-24,64
2023-07-05,47
2023-06-10,66
2023-06-25,52
2023-07-17,98
2023-03-27,22
2023-05-20,57
2023-05-04,39
2023-07-04,30
2023-04-30,67
2023-06-08,66
2023-04-30,34
2023-04-05,95
2023-07-22,3
2023-07-10,41
2023-04-17,56
2023-07-08,62
2023-04-20,92
2023-04-18,60
2023-05-07,54
2023-04-25,81
2023-07-04,57
2023-03-29,10
2023-06-25,22
2023-04-13,49
2023-05-25,31
2023-04-28,89
2023-07-01,91
2023-04-23,29
2023-04-01,62
2023-05-03,86
2023-05-22,69
2023-03-25,71
2023-04-20,26
2023-07-11,23
2023-04-12,5
2023-05-15,43
2023-05-20,17
2023-04-12,25
2023-04-21,38
2023-04-24,2
2023-07-19,2
2023-07-26,1
2023-03-21,39
2023-07-11,58
2023-07-03,5
2023-03-19,59
2023-05-12,8
2023-03-15,78
2023-07-14,66
2023-05-22,54
2023-07-24,49
2023-05-14,89
2023-06-10,25
2023-07-04,54
2023-06-06,78
2023-07-09,51
2023-07-14,99
2023-07-24,70
2023-03-30,57
2023-07-02,10
2023-07-17,20
2023-05-14,85
2023-06-12,90
2023-03-21,10
2023-05-23,4
2023-06-23,84
2023-06-12,98
2023-05-14,67
2023-06-28,82
2023-05-12,48
2023-06-05,98
2023-06-15,87
2023-06-24,78
2023-05-15,99
2023-06-13,36
2023-06-14,18
2023-04-10,22
2023-06-23,78
2023-07-14,3
2023-03-26,27
2023-06-10,17
2023-04-24,45
2023-07-08,41
2023-07-11,4
2023-05-16,72
2023-05-08,38
2023-06-30,64
2023-05-04,99
2023-05-05,75
2023-04-23,42
2023-07-19,22
2023-07-16,71
2023-04-06,54
2023-06-29,36
2023-03-29,91
2023-05-27,49
2023-04-16,9
2023-04-01,82
2023-06-28,83
2023-07-22,49
2023-04-12,52
2023-05-31,11
2023-07-13,47
2023-05-18,61
2023-03-18,84
2023-03-19,26
2023-05-02,67
2023-07-19,51
2023-06-23,27
2023-07-24,34
2023-04-03,11
2023-05-23,54
2023-04-25,53
2023-06-05,13
2023-06-01,33
2023-04-08,36
2023-07-08,2
2023-05-13,43
2023-07-07,3
2023-06-16,95
2023-07-05,39
2023-06-16,81
2023-04-09,22
2023-05-04,18
2023-06-22,60
2023-07-04,70
2023-04-05,14
2023-05-14,99
2023-04-30,42
2023-07-14,91
2023-07-12,73
2023-04-15,10
2023-04-16,11
2023-04-25,82
2023-06-01,3
2023-04-21,89
2023-06-26,36
2023-05-15,100
2023-06-08,76
2023-03-15,61
2023-05-31,10
2023-06-19,71
2023-06-26,11
2023-04-12,99
2023-04-14,88
2023-07-26,46
2023-05-27,30
2023-06-10,27
2023-04-10,36
2023-05-26,66
2023-07-26,55
2023-07-16,35
2023-06-26,25
2023-07-10,67
2023-07-04,78
2023-05-03,61
2023-05-27,86
2023-06-23,56
2023-06-22,72
2023-04-05,90
2023-05-03,39
2023-06-05,95
2023-04-21,25
2023-07-09,14
2023-05-10,27
2023-05-14,98
2023-07-30,23
2023-04-06,39
2023-04-22,50
2023-04-05,94
2023-07-27,76
2023-04-18,94
2023-03-26,67
2023-07-18,18
2023-07-17,97
2023-06-01,96
2023-06-03,12
2023-04-15,94
2023-04-11,79
2023-06-07,31
2023-07-14,9
2023-06-20,60
2023-03-23,22
2023-07-09,89
2023-05-03,54
2023-03-17,26
2023-07-27,85
2023-03-18,41
2023-06-28,6
2023-07-23,23
2023-06-23,67
2023-04-26,96
2023-04-22,3
2023-06-24,97
2023-05-22,61
2023-07-28,8
2023-03-30,62
2023-06-05,54
2023-06-16,95
2023-06-29,95
2023-06-23,87
2023-06-25,59
2023-07-16,10
2023-05-21,3
2023-03-19,52
2023-07-13,67
2023-07-24,88
2023-03-22,89
2023-05-04,24
2023-05-28,98
2023-07-17,17
2023-03-23,74
2023-04-19,81
2023-06-11,83
2023-04-04,17
2023-06-11,77
2023-04-22,38
2023-03-17,56
2023-04-18,51
2023-06-01,32
2023-03-17,84
2023-07-24,97
2023-07-03,53
2023-07-01,52
2023-04-28,22
2023-07-12,31
2023-07-16,46
2023-05-06,93
2023-06-25,80
2023-07-25,78
2023-05-30,54
2023-07-25,93
2023-06-27,71
2023-06-30,96
2023-07-14,57
2023-06-01,12
2023-06-06,85
2023-05-17,44
2023-06-30,66
2023-06-21,47
2023-07-15,83
2023-06-20,61
2023-07-07,42
2023-04-04,67
2023-03-21,55
2023-04-20,17
2023-03-20,82
2023-03-25,93
2023-04-24,97
2023-06-10,23
2023-07-07,78
2023-07-14,48
2023-03-22,46
2023-05-19,97
2023-07-23,27
2023-06-15,18
2023-05-22,100
2023-03-21,42
2023-05-14,30
2023-04-04,78
2023-04-03,46
2023-06-21,20
2023-04-28,86
2023-06-12,27
2023-07-19,52
2023-07-26,19
2023-07-13,52
2023-03-22,27
2023-05-18,36
2023-06-17,67
2023-06-11,54
2023-07-18,8
2023-07-21,73
2023-05-05,88
2023-06-15,10
2023-06-30,94
2023-04-10,4
2023-07-24,11
2023-05-19,84
2023-04-20,9
2023-07-14,48
2023-05-25,21
2023-04-10,31
2023-04-24,99
2023-07-09,19
2023-04-10,89
2023-07-21,30
2023-06-11,35
2023-05-07,61
2023-06-13,48
2023-07-08,5
2023-03-22,70
2023-05-07,27
2023-05-11,32
2023-03-19,26
2023-07-04,50
2023-03-16,73
2023-03-22,78
2023-06-26,59
2023-07-17,72
2023-07-30,76
2023-05-14,8
2023-04-19,4
2023-05-05,55
2023-07-19,78
2023-07-09,64
2023-07-15,70
2023-05-09,17
2023-06-30,99
2023-06-25,96
2023-07-27,82
2023-06-04,11
2023-03-23,1
2023-04-25,13
2023-07-09,54
2023-07-28,36
2023-07-16,73
2023-07-08,22
2023-07-02,9
2023-07-27,92
2023-04-22,6
2023-04-26,86
2023-04-20,96
2023-07-06,2
2023-05-28,82
2023-05-16,28
2023-07-27,80
2023-07-30,63
2023-06-09,4
2023-04-10,2
2023-06-06,42
2023-05-11,90
2023-06-07,17
2023-07-26,2
2023-04-19,65
2023-07-18,39
2023-04-12,94
2023-05-15,85
2023-07-06,75
2023-06-25,73
2023-05-05,26
2023-05-04,66
2023-07-05,53
2023-05-22,85
2023-07-16,16
2023-05-20,41
2023-03-20,11
2023-03-31,16
2023-05-04,80
2023-03-29,74
2023-04-03,74
2023-07-03,41
2023-05-28,65
2023-07-08,95
2023-05-25,55
2023-07-06,91
2023-04-08,56
2023-07-08,52
2023-06-03,11
2023-05-31,20
2023-03-25,57
2023-03-18,10
2023-05-06,40
2023-06-28,56
2023-06-22,92
2023-05-29,44
2023-04-13,35
2023-05-13,30
2023-04-13,30
2023-07-03,40
2023-07-17,45
2023-03-23,99
2023-04-11,65
2023-05-19,11
2023-07-22,69
2023-06-26,80
2023-07-21,70
2023-04-18,9
2023-04-11,60
2023-04-25,37
2023-04-02,83
2023-07-22,58
2023-04-16,11
2023-03-21,16
2023-06-15,10
2023-04-12,9
2023-05-16,47
2023-03-27,98
2023-05-29,19
2023-07-13,69
2023-04-24,3
2023-07-15,57
2023-07-02,39
2023-06-06,68
2023-05-10,2
2023-06-01,67
2023-04-13,68
2023-03-19,32
2023-07-07,97
2023-07-15,30
2023-03-19,30
2023-03-31,59
2023-06-01,99
2023-03-29,56
2023-07-25,37
2023-07-16,69
2023-04-25,94
2023-05-03,16
2023-05-07,76
2023-07-16,87
2023-07-20,72
2023-04-02,35
2023-06-01,65
2023-04-14,17
2023-04-01,84
2023-05-19,91
2023-05-12,84
2023-05-15,54
2023-07-03,63
2023-05-29,47
2023-03-21,81
2023-05-13,31
2023-06-30,98
2023-07-03,69
2023-04-14,100
2023-03-21,92
2023-04-18,98
2023-04-10,85
2023-06-21,69
2023-07-05,20
2023-06-12,88
2023-04-20,9
2023-07-17,52
2023-04-20,66
2023-06-05,10
2023-07-21,91
2023-06-18,17
2023-04-05,24
2023-03-26,6
2023-06-27,10
2023-04-15,78
2023-06-14,65
2023-03-26,46
2023-05-13,28
2023-06-13,84
2023-07-13,71
2023-03-22,91
2023-05-01,26
2023-06-11,76
2023-07-19,22
2023-07-05,59
2023-04-20,11
2023-07-18,51
2023-07-17,14
2023-04-01,66
2023-06-25,76
2023-05-28,93
2023-06-22,27
2023-07-30,17
2023-07-02,78
2023-04-03,43
2023-03-17,56
2023-07-27,85
2023-05-24,26
2023-03-31,66
2023-04-13,94
2023-06-10,22
2023-03-22,97
2023-04-17,50
2023-05-21,28
2023-03-21,50
2023-06-01,31
2023-07-21,15
2023-07-22,4
2023-04-14,46
2023-04-04,50
2023-07-04,60
2023-03-19,10
2023-04-26,99
2023-04-27,89
2023-06-27,90
2023-06-06,47
2023-07-29,79
2023-03-26,71
2023-07-15,32
2023-05-31,82
2023-03-19,13
2023-07-14,31
2023-07-16,1
2023-04-27,11
2023-07-19,5
2023-04-12,38
2023-05-02,8
2023-06-17,63
2023-07-26,75
2023-06-12,25
2023-04-16,56
2023-06-18,41
2023-03-28,7
2023-05-22,21
2023-06-01,22
2023-06-26,29
2023-03-20,30
2023-04-12,95
2023-05-22,36
2023-04-03,26
2023-04-23,49
2023-07-28,87
2023-03-20,79
2023-04-07,15
2023-03-20,54
2023-06-27,85
2023-07-15,87
2023-05-26,20
2023-04-21,93
2023-07-07,75
2023-03-23,62
2023-04-28,47
2023-05-11,4
2023-06-23,38
2023-04-14,29
2023-03-19,31
2023-06-14,67
2023-03-25,19
2023-07-26,63
2023-04-08,44
2023-05-18,26
2023-04-22,88
2023-06-05,82
2023-04-12,2
2023-05-29,42
2023-07-26,46
2023-06-20,35
2023-07-05,24
2023-05-31,4
2023-07-14,95
2023-05-01,42
2023-03-27,8
2023-04-04,2
2023-04-10,60
2023-05-17,95
2023-03-22,62
2023-05-31,92
2023-06-05,83
2023-05-15,93
2023-04-05,33
2023-06-22,74
2023-03-25,66
2023-05-09,97
2023-05-12,52
2023-06-30,43
2023-06-08,70
2023-04-05,14
2023-03-30,15
2023-07-09,8
2023-04-09,78
2023-04-21,75
2023-03-15,80
2023-04-09,81
2023-04-13,2
2023-06-18,55
2023-06-11,40
2023-07-13,32
2023-07-26,72
2023-05-14,58
2023-05-01,43
2023-03-24,77
2023-07-14,54
2023-06-02,15
2023-06-02,21
2023-07-11,73
2023-06-13,9
2023-06-27,3
2023-03-24,87
2023-03-18,38
2023-03-24,13
2023-07-08,24
2023-06-29,70
2023-03-23,30
2023-04-04,40
2023-04-05,51
2023-06-01,14
2023-04-04,11
2023-07-01,69
2023-03-29,64
2023-07-07,66
2023-05-04,46
2023-06-27,86
2023-03-25,84
2023-03-31,47
2023-05-08,11
2023-05-24,83
2023-04-14,70
2023-05-25,39
2023-06-12,29
2023-06-02,10
2023-03-26,44
2023-07-14,47
2023-04-05,45
2023-05-12,14
2023-07-19,56
2023-03-21,97
2023-05-05,70
2023-06-18,41
2023-06-19,79
2023-04-30,30
2023-07-20,12
2023-06-02,99
2023-05-16,4
2023-04-26,73
2023-03-31,25
2023-06-27,45
2023-05-22,84
2023-06-13,82
2023-04-26,64
2023-04-05,19
2023-07-27,35
2023-06-07,81
2023-05-19,14
2023-06-26,21
2023-07-14,32
2023-07-18,89
2023-06-07,6
2023-04-22,78
2023-07-19,23
2023-03-22,85
2023-06-22,100
2023-03-19,55
2023-05-17,82
2023-05-16,57
2023-07-27,60
2023-04-15,30
2023-04-30,90
2023-04-25,2
2023-06-20,72
2023-05-09,97
2023-06-27,47
2023-05-26,65
2023-03-26,58
2023-03-22,76
2023-05-03,64
2023-07-17,13
2023-04-05,75
2023-07-28,25
2023-05-20,40
2023-05-19,90
2023-07-11,91
2023-06-12,99
2023-04-24,60
2023-07-12,20
2023-07-08,41
2023-07-01,99
2023-07-07,38
2023-06-30,84
2023-05-24,62
2023-05-27,87
2023-07-26,71
2023-06-27,23
2023-03-30,94
2023-07-11,90
2023-04-16,7
2023-07-16,56
2023-04-20,86
2023-07-26,56
2023-03-27,46
2023-05-08,43
2023-03-16,45
2023-07-02,20
2023-06-11,6
2023-06-06,39
2023-06-08,56
2023-06-14,76
2023-04-13,16
2023-04-05,6
2023-07-26,44
2023-03-20,21
2023-04-28,63
2023-06-19,67
2023-04-17,57
2023-07-10,21
2023-04-18,35
2023-07-03,29
2023-05-15,16
2023-03-20,39
2023-04-30,42
2023-07-17,84
2023-07-01,24
2023-07-17,80
2023-06-10,87
2023-07-23,9
2023-06-15,58
2023-05-26,44
2023-05-15,99
2023-04-03,18
2023-05-11,87
2023-03-26,6
2023-04-01,77
2023-05-25,72
2023-05-18,48
2023-04-28,20
2023-06-26,5
2023-04-25,60
2023-04-30,84
2023-04-04,17
2023-07-01,21
2023-04-12,54
2023-04-06,53
2023-04-02,6
2023-06-06,47
2023-06-16,43
2023-04-12,22
2023-06-01,88
2023-04-22,9
2023-03-21,50
2023-03-17,7
2023-04-28,63
2023-06-16,93
2023-03-18,26
2023-04-04,62
2023-04-02,82
2023-07-10,90
2023-07-19,84
2023-06-06,62
2023-05-28,13
2023-03-20,33
2023-05-21,11
2023-05-18,87
2023-04-12,75
2023-06-16,35
2023-06-20,66
2023-03-26,11
2023-03-16,35
2023-06-23,78
2023-07-10,79
2023-05-16,25
2023-07-02,18
2023-05-05,59
2023-06-11,2
2023-05-14,39
2023-07-11,45
2023-03-16,90
2023-05-24,86
2023-04-24,85
2023-05-30,82
2023-04-22,37
2023-06-30,32
2023-04-11,26
2023-06-21,26
2023-06-06,91
2023-06-28,88
2023-05-22,62
2023-07-15,61
2023-03-25,66
2023-07-20,26
2023-03-21,38
2023-04-23,37
2023-05-17,44
2023-05-25,95
2023-06-12,74
2023-05-12,80
2023-03-23,58
2023-06-13,67
2023-07-19,54
2023-07-15,47
2023-03-20,27
2023-07-28,53
2023-04-19,30
2023-05-24,75
2023-05-02,32
2023-07-14,48
2023-06-26,26
2023-07-23,45
2023-07-15,64
2023-06-02,37
2023-06-15,22
2023-04-13,40
2023-04-25,45
2023-04-19,54
2023-04-24,20
2023-06-23,6
2023-05-05,60
2023-04-23,16
2023-03-21,42
2023-05-23,16
2023-05-02,89
2023-06-16,3
2023-04-05,93
2023-05-09,83
2023-06-11,98
2023-07-23,69
2023-03-29,25
2023-06-23,10
2023-06-23,89
2023-06-18,47
2023-04-25,81
2023-06-22,66
2023-06-03,90
2023-03-28,10
2023-07-03,71
2023-07-08,49
2023-07-29,56
2023-04-26,21
2023-07-03,77
2023-04-20,93
2023-07-24,55
2023-05-22,39
2023-05-30,16
2023-06-14,32
2023-07-25,63
