stock_xfer_date,stock_qty,product,prod_price,prod_dimensions
6/13/2023,97,Laptop,406.21,10x6x16 cm
6/17/2023,62,Smartphone,354.09,8x10x13 cm
7/7/2023,63,Monitor,130.9,18x8x19 cm
6/7/2023,65,Laptop,266.72,5x10x5 cm
6/15/2023,29,Monitor,101.57,14x5x9 cm
4/24/2023,33,Headphones,186.07,17x8x8 cm
5/8/2023,31,Smartphone,261.1,13x11x5 cm
4/20/2023,24,Laptop,480.13,11x11x12 cm
4/24/2023,93,Laptop,299.97,5x16x12 cm
3/27/2023,47,Smartphone,314.81,17x18x9 cm
4/23/2023,54,Monitor,490.06,7x11x10 cm
4/2/2023,63,Smartphone,240.66,11x11x15 cm
6/21/2023,96,Smartphone,230.87,15x18x6 cm
6/16/2023,39,Monitor,256.71,7x20x10 cm
6/10/2023,84,Monitor,88.21,16x17x13 cm
4/14/2023,99,Laptop,393.18,17x19x15 cm
7/29/2023,66,Headphones,441.29,17x9x11 cm
7/6/2023,27,Headphones,253.07,19x14x6 cm
4/22/2023,21,Headphones,205.03,10x6x19 cm
7/30/2023,17,Smartphone,439.18,7x5x14 cm
4/19/2023,7,Monitor,400.15,10x9x11 cm
3/24/2023,36,Headphones,495.67,10x10x17 cm
7/9/2023,65,Smartphone,64.42,13x10x5 cm
4/20/2023,72,Laptop,436.52,9x9x8 cm
3/25/2023,99,Headphones,388.16,10x15x18 cm
5/11/2023,19,Monitor,412.31,6x14x18 cm
5/3/2023,43,Headphones,239.22,18x11x14 cm
6/17/2023,13,Smartphone,494.84,13x6x18 cm
7/30/2023,51,Laptop,150.33,10x5x12 cm
7/30/2023,13,Monitor,470.93,7x12x7 cm
4/27/2023,61,Laptop,314.3,15x6x6 cm
4/19/2023,76,Smartphone,462.59,10x20x6 cm
6/14/2023,74,Headphones,288.87,9x11x13 cm
7/29/2023,13,Laptop,351.74,18x5x15 cm
3/25/2023,6,Monitor,354.02,11x12x7 cm
7/9/2023,9,Smartphone,350.75,20x18x5 cm
4/23/2023,30,Laptop,56.58,6x13x5 cm
3/24/2023,51,Headphones,77.28,20x14x5 cm
7/19/2023,60,Laptop,395.55,17x20x6 cm
7/30/2023,23,Headphones,98.79,14x8x15 cm
6/21/2023,43,Monitor,136.32,18x11x7 cm
6/29/2023,60,Laptop,356.95,8x17x18 cm
3/16/2023,97,Laptop,39.18,16x7x5 cm
7/29/2023,9,Headphones,103.58,20x10x15 cm
4/16/2023,68,Monitor,158.62,14x20x16 cm
7/30/2023,98,Monitor,163.39,7x6x10 cm
6/10/2023,8,Monitor,465.38,14x19x17 cm
7/25/2023,31,Monitor,278.53,12x16x9 cm
5/27/2023,89,Monitor,389.3,14x16x12 cm
4/2/2023,64,Headphones,217.84,11x16x8 cm
6/23/2023,89,Headphones,132.07,6x20x12 cm
5/1/2023,3,Smartphone,208.79,10x11x6 cm
7/15/2023,91,Headphones,276.66,7x11x6 cm
5/25/2023,54,Monitor,302.89,15x20x10 cm
5/5/2023,90,Monitor,247.55,15x17x11 cm
3/15/2023,57,Headphones,234.88,9x8x10 cm
4/1/2023,83,Headphones,106.05,17x20x11 cm
6/8/2023,47,Smartphone,414.69,17x11x17 cm
3/26/2023,56,Laptop,98.04,6x7x17 cm
6/26/2023,17,Monitor,36.12,14x6x20 cm
5/25/2023,15,Laptop,11.88,12x9x5 cm
6/10/2023,3,Laptop,77.18,10x19x8 cm
5/9/2023,38,Smartphone,334.17,19x14x6 cm
7/22/2023,9,Headphones,39.53,12x17x12 cm
5/15/2023,48,Smartphone,296.69,11x15x11 cm
3/16/2023,21,Smartphone,363.63,9x17x5 cm
3/19/2023,34,Monitor,308.02,17x19x12 cm
7/14/2023,32,Smartphone,283.67,7x5x12 cm
5/17/2023,70,Laptop,189.99,16x6x12 cm
5/13/2023,56,Headphones,90.01,16x7x12 cm
6/26/2023,81,Headphones,231.19,13x11x5 cm
6/2/2023,29,Headphones,27.99,19x15x18 cm
5/6/2023,14,Monitor,67.35,20x9x17 cm
3/21/2023,55,Monitor,313.06,6x12x7 cm
7/23/2023,37,Smartphone,199.14,16x19x10 cm
3/20/2023,5,Smartphone,444.35,5x16x12 cm
4/14/2023,31,Headphones,60.63,14x16x16 cm
6/23/2023,85,Smartphone,210.16,13x13x9 cm
3/16/2023,24,Monitor,233.72,19x17x19 cm
5/19/2023,37,Smartphone,202.17,8x19x19 cm
5/19/2023,75,Smartphone,62.16,5x19x9 cm
4/10/2023,5,Monitor,320.99,9x9x11 cm
6/16/2023,60,Monitor,43.52,12x14x6 cm
4/4/2023,82,Laptop,69.6,17x7x15 cm
4/7/2023,65,Monitor,408.18,5x10x16 cm
5/9/2023,55,Smartphone,388.44,8x9x6 cm
7/12/2023,67,Laptop,11.51,15x13x19 cm
7/24/2023,88,Laptop,322.6,18x7x19 cm
3/19/2023,98,Smartphone,415.64,5x12x13 cm
6/26/2023,28,Headphones,467.02,15x10x19 cm
6/2/2023,7,Headphones,194.67,13x11x6 cm
4/6/2023,100,Laptop,278.51,13x13x8 cm
6/24/2023,26,Laptop,154.71,18x5x18 cm
6/27/2023,55,Smartphone,453.16,13x7x9 cm
5/8/2023,43,Headphones,475.59,18x5x14 cm
6/8/2023,57,Smartphone,54.11,16x7x16 cm
4/14/2023,82,Laptop,246.13,15x11x6 cm
4/22/2023,34,Headphones,196.85,11x18x18 cm
6/25/2023,26,Smartphone,31.91,12x12x9 cm
6/11/2023,27,Laptop,305.52,15x19x14 cm
6/21/2023,79,Headphones,111.47,11x16x18 cm
6/2/2023,41,Headphones,248.62,15x13x10 cm
6/16/2023,14,Smartphone,318.06,11x9x8 cm
5/26/2023,13,Monitor,103.83,8x19x16 cm
6/4/2023,7,Laptop,35.5,11x7x17 cm
3/31/2023,48,Monitor,170.52,10x19x11 cm
6/1/2023,20,Headphones,343.81,14x6x9 cm
4/24/2023,48,Headphones,238.99,19x8x10 cm
5/17/2023,20,Monitor,303.16,7x7x18 cm
7/13/2023,25,Headphones,21.24,12x20x12 cm
6/28/2023,66,Monitor,133.34,5x11x17 cm
7/5/2023,35,Smartphone,307.52,9x9x11 cm
4/15/2023,42,Headphones,396.02,15x5x17 cm
4/22/2023,96,Monitor,225.47,17x19x20 cm
5/24/2023,92,Laptop,191.54,10x11x8 cm
3/18/2023,22,Smartphone,251.24,7x16x16 cm
3/20/2023,18,Laptop,69.88,9x11x11 cm
5/10/2023,53,Headphones,488.64,16x8x8 cm
6/26/2023,72,Monitor,34.7,5x9x6 cm
5/1/2023,53,Monitor,240.65,13x11x17 cm
5/14/2023,29,Monitor,475.67,18x14x17 cm
7/3/2023,25,Laptop,458.41,10x19x20 cm
6/30/2023,71,Smartphone,486.46,9x13x12 cm
5/12/2023,90,Headphones,56.41,10x6x9 cm
7/23/2023,90,Laptop,468.25,10x6x18 cm
3/31/2023,32,Headphones,286.99,9x9x13 cm
4/17/2023,2,Monitor,141.08,16x10x7 cm
4/16/2023,71,Smartphone,183.99,19x8x15 cm
7/25/2023,95,Laptop,459.32,8x19x5 cm
3/23/2023,37,Smartphone,394.61,7x11x5 cm
4/22/2023,32,Monitor,219.67,16x18x9 cm
3/27/2023,96,Headphones,161.18,15x5x11 cm
4/2/2023,59,Monitor,76.21,17x20x5 cm
6/22/2023,69,Headphones,274.7,20x10x20 cm
4/18/2023,23,Monitor,212.55,17x11x5 cm
7/9/2023,34,Laptop,236.33,10x15x5 cm
6/27/2023,4,Smartphone,356.8,17x12x14 cm
6/27/2023,11,Smartphone,40.75,8x18x19 cm
4/26/2023,10,Laptop,388.09,5x10x5 cm
7/2/2023,77,Headphones,188.12,8x13x11 cm
4/14/2023,81,Monitor,360.75,18x15x10 cm
5/6/2023,25,Headphones,73.6,18x15x14 cm
5/26/2023,45,Monitor,255.98,7x13x20 cm
5/18/2023,66,Headphones,341.77,5x9x9 cm
6/10/2023,31,Laptop,197.83,10x8x5 cm
3/25/2023,49,Smartphone,372.76,12x8x10 cm
6/23/2023,18,Monitor,87.36,8x20x16 cm
4/28/2023,7,Laptop,133.2,13x13x15 cm
7/16/2023,18,Monitor,459.84,16x13x11 cm
4/27/2023,70,Laptop,242.74,12x15x12 cm
6/7/2023,80,Laptop,361.15,20x12x5 cm
3/25/2023,83,Smartphone,400.52,5x11x20 cm
6/24/2023,27,Monitor,23.23,7x8x11 cm
5/6/2023,91,Laptop,288.95,15x20x19 cm
4/17/2023,85,Headphones,432.34,11x13x5 cm
3/17/2023,24,Headphones,416.33,16x12x7 cm
4/18/2023,50,Headphones,98.04,10x18x17 cm
3/16/2023,47,Laptop,398.43,17x13x18 cm
5/8/2023,22,Headphones,165.53,19x11x19 cm
6/10/2023,89,Monitor,221.86,18x9x13 cm
7/21/2023,8,Laptop,65.06,17x19x20 cm
6/2/2023,85,Smartphone,467.38,7x15x11 cm
5/15/2023,87,Headphones,136.39,7x20x14 cm
6/23/2023,60,Smartphone,491.14,18x6x6 cm
5/12/2023,66,Laptop,397.68,15x9x9 cm
7/9/2023,99,Smartphone,402.1,14x12x9 cm
3/18/2023,29,Monitor,12.09,5x5x8 cm
7/5/2023,58,Headphones,138.84,6x10x16 cm
7/5/2023,37,Headphones,458.89,6x8x6 cm
5/13/2023,60,Headphones,446.08,10x17x19 cm
5/8/2023,19,Headphones,271.84,6x11x12 cm
4/3/2023,37,Headphones,310.07,16x5x6 cm
7/9/2023,32,Smartphone,454.4,18x10x14 cm
6/9/2023,73,Headphones,440.74,8x9x12 cm
7/12/2023,75,Laptop,254.69,12x10x12 cm
7/2/2023,72,Monitor,86.86,10x7x12 cm
4/3/2023,51,Headphones,310.01,8x15x7 cm
5/28/2023,53,Laptop,194.43,15x18x14 cm
5/22/2023,53,Headphones,363.01,15x7x13 cm
4/17/2023,50,Laptop,330.33,10x7x18 cm
7/14/2023,80,Smartphone,421.54,9x20x5 cm
6/22/2023,45,Headphones,455.34,20x15x15 cm
7/10/2023,1,Smartphone,260.79,5x14x7 cm
6/19/2023,90,Smartphone,331.42,8x17x5 cm
7/6/2023,25,Monitor,313.77,6x18x11 cm
5/13/2023,77,Monitor,459.61,7x8x9 cm
5/1/2023,45,Monitor,123.87,12x11x13 cm
5/31/2023,23,Laptop,222.64,13x19x13 cm
6/18/2023,79,Monitor,45.43,15x20x11 cm
4/19/2023,2,Monitor,456.46,18x14x7 cm
5/27/2023,35,Monitor,441.74,12x6x17 cm
4/25/2023,36,Smartphone,231.86,16x13x6 cm
6/10/2023,89,Monitor,471.8,11x10x5 cm
5/24/2023,26,Monitor,223.84,15x20x15 cm
7/13/2023,44,Headphones,398.35,19x18x17 cm
7/15/2023,40,Headphones,243.86,11x19x11 cm
3/19/2023,97,Smartphone,72.19,14x19x12 cm
6/17/2023,38,Monitor,24.18,5x14x15 cm
7/22/2023,11,Headphones,266.11,18x6x13 cm
5/3/2023,63,Smartphone,444.83,18x20x18 cm
3/29/2023,20,Monitor,103.78,5x14x15 cm
4/22/2023,92,Laptop,497.02,18x19x11 cm
7/28/2023,28,Smartphone,417.46,8x19x14 cm
3/18/2023,73,Monitor,396.26,7x18x17 cm
5/12/2023,62,Smartphone,333.51,11x17x6 cm
4/23/2023,63,Headphones,118.51,16x15x16 cm
7/9/2023,20,Smartphone,423.15,15x17x7 cm
6/20/2023,84,Monitor,387.97,11x9x11 cm
4/11/2023,7,Monitor,347.62,10x8x11 cm
4/14/2023,91,Smartphone,188.99,7x15x5 cm
4/30/2023,59,Smartphone,371.87,9x19x19 cm
4/25/2023,1,Laptop,390.86,11x16x5 cm
4/20/2023,37,Headphones,459.75,11x6x18 cm
6/14/2023,2,Smartphone,455.98,6x9x9 cm
3/20/2023,52,Headphones,107.48,6x16x13 cm
4/23/2023,77,Monitor,107.61,14x18x17 cm
4/22/2023,68,Smartphone,116.75,17x8x6 cm
7/9/2023,61,Smartphone,16.11,9x5x16 cm
6/16/2023,33,Smartphone,79.48,20x6x10 cm
4/5/2023,97,Monitor,277.69,13x18x14 cm
4/10/2023,79,Laptop,362.4,10x17x14 cm
6/24/2023,38,Monitor,285.35,12x6x12 cm
5/13/2023,95,Monitor,442.93,9x14x15 cm
6/25/2023,71,Smartphone,158.84,13x15x5 cm
5/14/2023,90,Monitor,285.65,11x10x8 cm
5/11/2023,8,Headphones,136.23,10x12x20 cm
4/24/2023,69,Monitor,66.61,5x17x11 cm
7/2/2023,76,Smartphone,353.06,6x11x5 cm
3/25/2023,51,Monitor,352.61,10x18x20 cm
5/27/2023,92,Headphones,44.42,18x8x15 cm
5/20/2023,88,Laptop,62.94,18x5x17 cm
6/3/2023,81,Smartphone,145.92,14x15x13 cm
5/23/2023,65,Monitor,437.21,10x13x20 cm
3/29/2023,47,Smartphone,414.21,19x13x15 cm
7/18/2023,19,Headphones,94.72,19x14x7 cm
4/17/2023,91,Monitor,24.67,11x10x18 cm
7/4/2023,97,Monitor,346.36,7x6x11 cm
4/13/2023,71,Smartphone,26.11,20x10x19 cm
5/9/2023,81,Headphones,448.72,14x16x6 cm
5/24/2023,72,Smartphone,60.32,13x18x9 cm
5/5/2023,11,Monitor,295.36,6x18x20 cm
6/18/2023,12,Headphones,281.25,17x15x8 cm
6/4/2023,14,Headphones,61.42,13x9x9 cm
5/20/2023,1,Headphones,292.88,10x12x5 cm
6/11/2023,70,Smartphone,174.69,13x15x13 cm
7/29/2023,63,Laptop,347.47,10x17x11 cm
7/1/2023,43,Smartphone,184.6,17x16x18 cm
3/20/2023,90,Headphones,318.56,12x12x13 cm
3/30/2023,1,Laptop,123.99,9x9x10 cm
6/1/2023,55,Laptop,82.32,20x15x11 cm
6/6/2023,12,Smartphone,148.3,9x14x11 cm
6/14/2023,17,Headphones,48.74,13x10x13 cm
5/11/2023,55,Headphones,163.64,18x8x8 cm
3/27/2023,36,Laptop,318.85,10x18x10 cm
5/31/2023,48,Headphones,277.26,20x10x7 cm
7/15/2023,60,Monitor,205.59,16x16x17 cm
6/21/2023,12,Laptop,442.35,11x16x18 cm
6/18/2023,9,Headphones,449.44,10x8x13 cm
5/5/2023,1,Smartphone,377.5,16x13x5 cm
3/29/2023,1,Laptop,26.92,16x8x13 cm
5/28/2023,92,Monitor,332.65,5x14x16 cm
4/29/2023,24,Headphones,425.54,13x10x7 cm
3/27/2023,53,Headphones,466.57,16x7x15 cm
5/6/2023,42,Smartphone,133.47,16x9x6 cm
4/24/2023,46,Smartphone,468.61,15x6x12 cm
5/21/2023,51,Headphones,393.54,5x7x17 cm
7/23/2023,93,Monitor,218.05,6x14x7 cm
7/5/2023,70,Smartphone,153.99,15x15x10 cm
7/14/2023,63,Smartphone,392.96,11x16x13 cm
6/6/2023,22,Monitor,160.99,11x13x14 cm
4/14/2023,68,Headphones,381.95,6x8x16 cm
7/23/2023,56,Monitor,399.37,6x20x19 cm
3/23/2023,45,Monitor,258.78,6x7x5 cm
7/5/2023,76,Headphones,138.42,10x14x10 cm
4/9/2023,85,Laptop,362.6,9x18x5 cm
5/25/2023,27,Headphones,231.99,14x18x17 cm
3/27/2023,31,Monitor,86,19x8x8 cm
6/9/2023,100,Smartphone,129.86,10x9x12 cm
6/24/2023,66,Smartphone,39.49,9x15x17 cm
6/16/2023,49,Smartphone,47.22,8x17x20 cm
3/17/2023,19,Monitor,376.36,16x9x16 cm
4/23/2023,52,Headphones,134.32,19x8x8 cm
6/6/2023,78,Laptop,102.76,15x17x8 cm
6/24/2023,43,Headphones,101.6,20x9x12 cm
5/1/2023,80,Laptop,65.42,13x17x5 cm
7/20/2023,25,Monitor,222.84,14x7x18 cm
7/23/2023,47,Smartphone,20.77,17x18x9 cm
6/28/2023,64,Laptop,279.64,8x5x17 cm
5/1/2023,45,Laptop,307.52,11x14x12 cm
7/23/2023,16,Laptop,117.98,14x17x5 cm
6/24/2023,62,Laptop,92.49,8x14x13 cm
7/16/2023,13,Smartphone,213.36,7x15x18 cm
7/20/2023,45,Laptop,15.54,13x19x18 cm
5/29/2023,6,Headphones,146.18,14x16x5 cm
4/24/2023,90,Monitor,326.91,19x9x11 cm
4/30/2023,19,Laptop,446.57,9x13x15 cm
6/24/2023,98,Laptop,155.82,10x13x6 cm
4/28/2023,25,Headphones,399.82,15x19x9 cm
6/29/2023,90,Smartphone,304.6,15x9x14 cm
6/20/2023,56,Headphones,334.41,16x11x7 cm
6/21/2023,66,Laptop,109.95,14x5x5 cm
5/15/2023,11,Laptop,121.39,13x16x13 cm
6/22/2023,62,Smartphone,170.56,9x11x11 cm
7/15/2023,78,Monitor,366.2,17x17x16 cm
7/21/2023,34,Headphones,333.4,11x12x19 cm
6/13/2023,23,Smartphone,287.37,10x13x16 cm
7/6/2023,14,Monitor,135.57,9x6x6 cm
5/12/2023,88,Laptop,26.41,13x12x19 cm
6/22/2023,36,Smartphone,484.26,18x5x15 cm
7/1/2023,65,Monitor,124.35,19x16x18 cm
6/24/2023,66,Headphones,53.5,8x8x20 cm
7/24/2023,55,Headphones,72.91,19x11x14 cm
4/23/2023,54,Headphones,308.53,5x7x9 cm
6/29/2023,59,Laptop,159.99,14x20x5 cm
5/24/2023,58,Headphones,128.86,20x11x18 cm
6/11/2023,59,Headphones,11.77,9x16x19 cm
5/11/2023,57,Headphones,125.74,14x20x7 cm
4/24/2023,74,Headphones,254.35,16x18x19 cm
4/1/2023,59,Headphones,491.97,20x17x12 cm
7/28/2023,100,Laptop,86.04,5x13x5 cm
7/24/2023,14,Headphones,21.16,5x8x6 cm
7/28/2023,7,Laptop,386.3,6x16x11 cm
4/29/2023,3,Smartphone,438.23,6x18x13 cm
6/8/2023,31,Headphones,370.01,19x10x8 cm
7/2/2023,38,Smartphone,451.32,5x13x18 cm
7/7/2023,84,Laptop,402.98,8x12x11 cm
6/21/2023,73,Monitor,493.97,20x6x9 cm
4/14/2023,55,Smartphone,236.67,17x15x6 cm
5/8/2023,83,Smartphone,117.45,18x15x12 cm
4/12/2023,88,Monitor,70.68,13x20x17 cm
6/3/2023,50,Headphones,231.48,17x7x5 cm
7/26/2023,50,Smartphone,153.4,16x20x6 cm
5/26/2023,40,Laptop,157.24,16x15x13 cm
5/8/2023,16,Monitor,402.49,16x12x10 cm
3/16/2023,65,Smartphone,108.52,15x13x5 cm
7/18/2023,74,Laptop,296.63,12x19x20 cm
3/28/2023,79,Headphones,105.12,11x12x19 cm
6/21/2023,9,Laptop,472.87,17x10x10 cm
6/22/2023,84,Monitor,366.09,16x18x16 cm
6/8/2023,40,Smartphone,331.89,19x8x12 cm
4/9/2023,30,Headphones,114.19,10x13x9 cm
3/25/2023,86,Smartphone,330.2,18x14x12 cm
6/3/2023,38,Laptop,45.84,20x9x18 cm
4/21/2023,41,Monitor,362.47,19x17x17 cm
4/16/2023,87,Headphones,180.91,9x15x9 cm
4/18/2023,21,Smartphone,97.84,18x11x8 cm
7/29/2023,92,Headphones,74.9,19x10x19 cm
3/23/2023,36,Headphones,65.43,6x18x6 cm
6/3/2023,8,Laptop,267.48,6x18x11 cm
3/20/2023,15,Headphones,132.35,17x15x13 cm
6/10/2023,81,Headphones,409.87,15x6x16 cm
4/25/2023,96,Monitor,166.84,13x18x17 cm
4/28/2023,99,Monitor,164.53,14x7x6 cm
4/21/2023,20,Monitor,142.27,11x9x16 cm
5/9/2023,27,Headphones,135.46,17x16x14 cm
6/30/2023,13,Laptop,448.4,6x19x9 cm
4/26/2023,51,Monitor,221.93,10x18x14 cm
5/12/2023,32,Headphones,423.51,5x13x6 cm
5/27/2023,39,Laptop,488.46,20x6x19 cm
7/5/2023,20,Headphones,208.71,11x17x17 cm
5/15/2023,39,Laptop,367.04,9x14x11 cm
5/1/2023,19,Laptop,478.79,8x18x9 cm
4/5/2023,36,Monitor,176.45,5x20x17 cm
7/3/2023,98,Monitor,381.48,5x16x14 cm
4/20/2023,88,Monitor,53.21,20x5x9 cm
6/27/2023,66,Laptop,493.13,7x8x18 cm
6/22/2023,74,Smartphone,84.43,18x16x5 cm
6/30/2023,89,Laptop,462.14,7x7x15 cm
4/9/2023,23,Headphones,434.54,14x11x17 cm
6/18/2023,22,Laptop,287.73,14x9x14 cm
4/26/2023,60,Monitor,334.88,14x10x11 cm
5/7/2023,34,Monitor,29.71,15x18x18 cm
6/28/2023,56,Monitor,107,9x9x7 cm
6/21/2023,72,Smartphone,168.8,17x17x8 cm
4/29/2023,15,Headphones,389.54,11x10x8 cm
6/22/2023,15,Smartphone,220.98,19x9x19 cm
3/28/2023,99,Laptop,193.12,17x11x16 cm
3/31/2023,90,Monitor,336.75,11x8x20 cm
7/26/2023,65,Monitor,49.43,8x11x18 cm
4/15/2023,38,Headphones,308.69,13x20x7 cm
5/4/2023,19,Monitor,80.77,19x6x15 cm
6/21/2023,36,Headphones,455.24,14x17x12 cm
4/29/2023,71,Smartphone,420.52,14x11x20 cm
7/29/2023,33,Headphones,447.91,5x6x14 cm
5/6/2023,25,Laptop,170.5,20x14x17 cm
7/23/2023,85,Laptop,376.29,12x19x16 cm
5/11/2023,71,Smartphone,224.23,12x17x13 cm
7/25/2023,83,Smartphone,448.22,12x19x14 cm
3/17/2023,98,Monitor,401.31,20x10x18 cm
6/17/2023,79,Headphones,29.25,20x15x6 cm
7/21/2023,81,Headphones,263.13,17x19x17 cm
4/11/2023,35,Monitor,105.43,6x7x6 cm
7/9/2023,1,Monitor,388.46,16x18x7 cm
4/29/2023,73,Laptop,247.41,9x5x13 cm
7/16/2023,62,Smartphone,28.6,20x20x8 cm
6/24/2023,27,Smartphone,300.74,7x11x14 cm
7/29/2023,78,Laptop,454.28,19x14x19 cm
7/29/2023,93,Laptop,152.33,9x9x14 cm
4/27/2023,13,Monitor,344.83,19x12x18 cm
7/27/2023,70,Smartphone,171.64,19x13x19 cm
5/21/2023,45,Headphones,414.04,12x14x11 cm
6/15/2023,38,Smartphone,191.66,16x10x20 cm
6/21/2023,63,Laptop,224.71,8x12x7 cm
5/21/2023,54,Monitor,298.82,15x9x19 cm
6/18/2023,22,Headphones,126.75,18x6x19 cm
7/15/2023,25,Monitor,101.63,15x6x12 cm
6/2/2023,71,Laptop,236.16,5x5x19 cm
7/15/2023,48,Smartphone,309.83,11x15x13 cm
5/6/2023,59,Monitor,39.93,20x15x8 cm
4/29/2023,17,Monitor,391.26,15x12x20 cm
7/6/2023,99,Monitor,118.75,13x14x10 cm
3/16/2023,91,Monitor,365.27,12x18x8 cm
7/15/2023,75,Monitor,163.93,13x15x17 cm
5/25/2023,59,Laptop,81.9,10x5x15 cm
5/6/2023,76,Headphones,71.54,15x5x20 cm
4/13/2023,33,Headphones,378.35,9x6x16 cm
5/16/2023,79,Laptop,444.4,15x6x11 cm
5/5/2023,80,Monitor,187.11,12x10x8 cm
7/17/2023,46,Monitor,174.17,20x9x6 cm
4/13/2023,74,Headphones,426.65,11x17x13 cm
6/2/2023,96,Smartphone,473.99,13x12x8 cm
4/29/2023,83,Laptop,288.47,16x5x20 cm
5/22/2023,18,Laptop,417.55,8x6x19 cm
4/19/2023,46,Headphones,168.67,20x5x10 cm
5/24/2023,90,Monitor,463.76,18x7x13 cm
5/14/2023,9,Laptop,300.65,6x15x17 cm
4/15/2023,18,Laptop,318.41,6x8x7 cm
7/8/2023,40,Laptop,378.7,12x5x6 cm
5/15/2023,2,Monitor,289.75,7x8x19 cm
6/28/2023,48,Laptop,65.76,20x9x16 cm
5/25/2023,35,Laptop,293.72,12x19x18 cm
4/17/2023,12,Smartphone,140.29,18x14x12 cm
7/9/2023,20,Monitor,59.35,5x19x7 cm
4/4/2023,59,Smartphone,192.54,17x12x10 cm
7/16/2023,99,Monitor,258.02,17x17x16 cm
7/9/2023,50,Smartphone,477.54,19x12x13 cm
4/14/2023,59,Laptop,481.57,10x19x5 cm
6/23/2023,68,Smartphone,289.42,12x19x19 cm
4/6/2023,75,Laptop,38.96,11x17x11 cm
5/20/2023,47,Laptop,329.58,12x12x7 cm
4/24/2023,98,Monitor,173.64,10x18x12 cm
7/28/2023,8,Smartphone,373.36,11x6x12 cm
5/27/2023,34,Monitor,18.2,10x18x6 cm
4/29/2023,9,Smartphone,243.4,17x19x7 cm
7/26/2023,25,Headphones,142.91,14x10x6 cm
3/30/2023,8,Laptop,131.98,20x11x12 cm
4/7/2023,71,Laptop,341.11,10x20x7 cm
4/23/2023,23,Laptop,358.94,5x5x17 cm
6/25/2023,6,Monitor,402.17,7x11x20 cm
7/2/2023,68,Monitor,372.82,18x9x7 cm
5/8/2023,48,Headphones,116.73,7x10x19 cm
5/8/2023,30,Monitor,405.18,14x5x14 cm
6/6/2023,9,Headphones,39.32,5x9x14 cm
4/15/2023,89,Headphones,298.53,8x11x15 cm
4/11/2023,67,Monitor,318.51,13x8x7 cm
5/28/2023,72,Monitor,223.63,17x8x19 cm
4/17/2023,13,Monitor,463.44,20x9x10 cm
4/3/2023,52,Monitor,72.41,7x18x10 cm
7/3/2023,88,Laptop,116.26,17x7x19 cm
6/1/2023,47,Smartphone,126.89,5x11x15 cm
3/24/2023,85,Monitor,368.65,19x18x19 cm
4/18/2023,56,Smartphone,22.34,5x13x5 cm
7/5/2023,91,Laptop,75.99,17x13x18 cm
6/12/2023,69,Monitor,133.92,16x20x13 cm
6/28/2023,42,Smartphone,156.45,5x19x8 cm
4/10/2023,77,Smartphone,314.08,10x17x12 cm
7/8/2023,79,Headphones,49.18,7x16x17 cm
4/10/2023,11,Laptop,359.15,13x13x7 cm
4/4/2023,93,Laptop,467.14,14x19x7 cm
6/21/2023,20,Headphones,156.45,7x9x12 cm
4/4/2023,77,Monitor,273.05,18x10x9 cm
6/26/2023,7,Laptop,396.82,7x16x9 cm
5/16/2023,67,Laptop,219.62,5x5x15 cm
7/21/2023,67,Headphones,420.59,8x20x14 cm
6/5/2023,67,Laptop,271.65,19x10x9 cm
3/17/2023,87,Laptop,454.51,11x18x9 cm
5/3/2023,91,Monitor,153.45,20x7x13 cm
4/23/2023,44,Headphones,310.86,10x19x8 cm
4/5/2023,92,Headphones,268.52,14x10x18 cm
7/23/2023,40,Headphones,368.67,11x7x11 cm
7/14/2023,32,Monitor,236.94,13x6x7 cm
6/14/2023,62,Smartphone,163.34,5x10x16 cm
4/17/2023,41,Laptop,89.54,16x9x6 cm
4/26/2023,6,Headphones,193.26,18x11x8 cm
5/26/2023,4,Monitor,372.76,16x9x20 cm
5/22/2023,81,Monitor,32.39,10x12x12 cm
5/23/2023,59,Laptop,443.18,8x12x11 cm
5/26/2023,56,Monitor,280.61,5x18x7 cm
5/29/2023,77,Laptop,399.89,16x20x14 cm
6/23/2023,92,Headphones,263.85,20x13x11 cm
6/18/2023,16,Headphones,230.21,20x12x9 cm
7/7/2023,14,Headphones,220.03,13x12x12 cm
6/5/2023,44,Monitor,439.03,7x13x8 cm
5/3/2023,45,Headphones,493.44,18x20x14 cm
3/20/2023,34,Monitor,206.7,18x8x8 cm
5/25/2023,4,Headphones,289.56,8x7x8 cm
5/17/2023,68,Smartphone,398.81,20x6x12 cm
4/3/2023,65,Laptop,445.27,9x6x20 cm
3/16/2023,71,Headphones,469.18,20x14x8 cm
5/15/2023,86,Laptop,403.01,15x15x10 cm
4/25/2023,90,Smartphone,36.21,11x18x20 cm
5/20/2023,13,Headphones,177.16,11x16x7 cm
7/21/2023,74,Monitor,198.15,18x14x17 cm
4/7/2023,26,Smartphone,81.18,10x14x6 cm
4/3/2023,50,Laptop,259.16,10x11x18 cm
6/12/2023,78,Smartphone,381.21,9x18x5 cm
5/23/2023,10,Monitor,149.28,12x10x12 cm
6/10/2023,66,Monitor,114.93,15x12x13 cm
7/24/2023,2,Headphones,119.86,9x15x18 cm
4/25/2023,30,Laptop,55.16,18x10x8 cm
4/20/2023,13,Smartphone,348.41,9x12x7 cm
4/30/2023,86,Monitor,172.98,15x12x9 cm
4/30/2023,3,Headphones,77.8,19x10x15 cm
